WARN  2015-03-09 22:20:05,355 [1    ] EntityFramework.AbpEntityFrameworkModule - No class found derived from AbpDbContext.
DEBUG 2015-03-09 23:23:38,337 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPcdWebUserAppService' with service name 'pcdWebApi/pcdWebUser'.
DEBUG 2015-03-09 23:23:38,339 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPersonAppService' with service name 'pcdWebApi/person'.
DEBUG 2015-03-09 23:23:38,341 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IStoreCreditTransactionAppService' with service name 'pcdWebApi/storeCreditTransaction'.
DEBUG 2015-03-09 23:23:38,344 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IVideoAppService' with service name 'pcdWebApi/video'.
DEBUG 2015-03-09 23:23:38,346 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemAppService' with service name 'pcdWebApi/item'.
DEBUG 2015-03-09 23:23:38,348 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IBookAppService' with service name 'pcdWebApi/book'.
DEBUG 2015-03-09 23:27:08,322 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2015-03-09 23:27:11,582 [1    ] Abp.Modules.AbpModuleManager             - Found 12 ABP modules in total.
DEBUG 2015-03-09 23:27:11,588 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Startup.Application.AbpApplicationModule, Abp.Application, Version=0.1.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,590 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,590 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,590 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,590 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,590 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,591 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,591 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.ApplicationLayer.Services.PcdApplicationModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,591 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.DataLayer.PcdWebDataModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,591 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebCoreModule, PcdWeb.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,591 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.Web.PcdWebWebModule, PcdWeb.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,591 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebWebApiModule, PcdWeb.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:27:11,605 [1    ] Abp.Modules.AbpModuleManager             - 12 modules loaded.
DEBUG 2015-03-09 23:27:13,487 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 0 classes defines auto mapping attributes
WARN  2015-03-09 23:27:15,313 [1    ] EntityFramework.AbpEntityFrameworkModule - No class found derived from AbpDbContext.
DEBUG 2015-03-09 23:27:15,346 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IConsignorPmtAppService' with service name 'pcdWebApi/consignorPmt'.
DEBUG 2015-03-09 23:27:15,348 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemSaleTransactionAppService' with service name 'pcdWebApi/itemSaleTransaction'.
DEBUG 2015-03-09 23:27:15,352 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPcdWebUserAppService' with service name 'pcdWebApi/pcdWebUser'.
DEBUG 2015-03-09 23:27:15,355 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPersonAppService' with service name 'pcdWebApi/person'.
DEBUG 2015-03-09 23:27:15,357 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IStoreCreditTransactionAppService' with service name 'pcdWebApi/storeCreditTransaction'.
DEBUG 2015-03-09 23:27:15,359 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IVideoAppService' with service name 'pcdWebApi/video'.
DEBUG 2015-03-09 23:27:15,362 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemAppService' with service name 'pcdWebApi/item'.
DEBUG 2015-03-09 23:27:15,364 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IBookAppService' with service name 'pcdWebApi/book'.
DEBUG 2015-03-09 23:28:46,139 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2015-03-09 23:28:49,228 [1    ] Abp.Modules.AbpModuleManager             - Found 12 ABP modules in total.
DEBUG 2015-03-09 23:28:49,232 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Startup.Application.AbpApplicationModule, Abp.Application, Version=0.1.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,234 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,235 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,235 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,235 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,235 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,235 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,236 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.ApplicationLayer.Services.PcdApplicationModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,236 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.DataLayer.PcdWebDataModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,236 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebCoreModule, PcdWeb.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,236 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.Web.PcdWebWebModule, PcdWeb.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,236 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebWebApiModule, PcdWeb.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:28:49,252 [1    ] Abp.Modules.AbpModuleManager             - 12 modules loaded.
DEBUG 2015-03-09 23:28:51,176 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 0 classes defines auto mapping attributes
WARN  2015-03-09 23:28:53,018 [1    ] EntityFramework.AbpEntityFrameworkModule - No class found derived from AbpDbContext.
DEBUG 2015-03-09 23:28:53,049 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IConsignorPmtAppService' with service name 'pcdWebApi/consignorPmt'.
DEBUG 2015-03-09 23:28:53,051 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemSaleTransactionAppService' with service name 'pcdWebApi/itemSaleTransaction'.
DEBUG 2015-03-09 23:28:53,055 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPcdWebUserAppService' with service name 'pcdWebApi/pcdWebUser'.
DEBUG 2015-03-09 23:28:53,057 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPersonAppService' with service name 'pcdWebApi/person'.
DEBUG 2015-03-09 23:28:53,059 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IStoreCreditTransactionAppService' with service name 'pcdWebApi/storeCreditTransaction'.
DEBUG 2015-03-09 23:28:53,061 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IVideoAppService' with service name 'pcdWebApi/video'.
DEBUG 2015-03-09 23:28:53,063 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemAppService' with service name 'pcdWebApi/item'.
DEBUG 2015-03-09 23:28:53,067 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IBookAppService' with service name 'pcdWebApi/book'.
DEBUG 2015-03-09 23:29:57,298 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2015-03-09 23:30:00,351 [1    ] Abp.Modules.AbpModuleManager             - Found 12 ABP modules in total.
DEBUG 2015-03-09 23:30:00,359 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Startup.Application.AbpApplicationModule, Abp.Application, Version=0.1.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,362 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,362 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,362 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,363 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,363 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,363 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,364 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.ApplicationLayer.Services.PcdApplicationModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,364 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.DataLayer.PcdWebDataModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,364 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebCoreModule, PcdWeb.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,364 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.Web.PcdWebWebModule, PcdWeb.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,365 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebWebApiModule, PcdWeb.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:30:00,381 [1    ] Abp.Modules.AbpModuleManager             - 12 modules loaded.
DEBUG 2015-03-09 23:30:02,290 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 0 classes defines auto mapping attributes
WARN  2015-03-09 23:30:04,161 [1    ] EntityFramework.AbpEntityFrameworkModule - No class found derived from AbpDbContext.
DEBUG 2015-03-09 23:30:04,191 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IConsignorPmtAppService' with service name 'pcdWebApi/consignorPmt'.
DEBUG 2015-03-09 23:30:04,193 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemSaleTransactionAppService' with service name 'pcdWebApi/itemSaleTransaction'.
DEBUG 2015-03-09 23:30:04,198 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPcdWebUserAppService' with service name 'pcdWebApi/pcdWebUser'.
DEBUG 2015-03-09 23:30:04,200 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPersonAppService' with service name 'pcdWebApi/person'.
DEBUG 2015-03-09 23:30:04,202 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IStoreCreditTransactionAppService' with service name 'pcdWebApi/storeCreditTransaction'.
DEBUG 2015-03-09 23:30:04,204 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IVideoAppService' with service name 'pcdWebApi/video'.
DEBUG 2015-03-09 23:30:04,207 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemAppService' with service name 'pcdWebApi/item'.
DEBUG 2015-03-09 23:30:04,209 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IBookAppService' with service name 'pcdWebApi/book'.
DEBUG 2015-03-09 23:32:01,938 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2015-03-09 23:32:04,916 [1    ] Abp.Modules.AbpModuleManager             - Found 12 ABP modules in total.
DEBUG 2015-03-09 23:32:04,919 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Startup.Application.AbpApplicationModule, Abp.Application, Version=0.1.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,921 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,921 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,922 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,922 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,922 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,922 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,922 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.ApplicationLayer.Services.PcdApplicationModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,923 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.DataLayer.PcdWebDataModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,923 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebCoreModule, PcdWeb.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,923 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.Web.PcdWebWebModule, PcdWeb.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,924 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebWebApiModule, PcdWeb.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:32:04,939 [1    ] Abp.Modules.AbpModuleManager             - 12 modules loaded.
DEBUG 2015-03-09 23:32:06,810 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 0 classes defines auto mapping attributes
WARN  2015-03-09 23:32:08,667 [1    ] EntityFramework.AbpEntityFrameworkModule - No class found derived from AbpDbContext.
DEBUG 2015-03-09 23:32:08,699 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IConsignorPmtAppService' with service name 'pcdWebApi/consignorPmt'.
DEBUG 2015-03-09 23:32:08,701 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemSaleTransactionAppService' with service name 'pcdWebApi/itemSaleTransaction'.
DEBUG 2015-03-09 23:32:08,705 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPcdWebUserAppService' with service name 'pcdWebApi/pcdWebUser'.
DEBUG 2015-03-09 23:32:08,708 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPersonAppService' with service name 'pcdWebApi/person'.
DEBUG 2015-03-09 23:32:08,711 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IStoreCreditTransactionAppService' with service name 'pcdWebApi/storeCreditTransaction'.
DEBUG 2015-03-09 23:32:08,714 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IVideoAppService' with service name 'pcdWebApi/video'.
DEBUG 2015-03-09 23:32:08,718 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemAppService' with service name 'pcdWebApi/item'.
DEBUG 2015-03-09 23:32:08,720 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IBookAppService' with service name 'pcdWebApi/book'.
DEBUG 2015-03-09 23:33:17,901 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2015-03-09 23:33:20,855 [1    ] Abp.Modules.AbpModuleManager             - Found 12 ABP modules in total.
DEBUG 2015-03-09 23:33:20,858 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Startup.Application.AbpApplicationModule, Abp.Application, Version=0.1.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,860 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,860 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,860 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,861 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,861 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,861 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,861 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.ApplicationLayer.Services.PcdApplicationModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,861 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.DataLayer.PcdWebDataModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,861 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebCoreModule, PcdWeb.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,862 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.Web.PcdWebWebModule, PcdWeb.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,862 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebWebApiModule, PcdWeb.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:20,877 [1    ] Abp.Modules.AbpModuleManager             - 12 modules loaded.
DEBUG 2015-03-09 23:33:22,806 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 0 classes defines auto mapping attributes
WARN  2015-03-09 23:33:24,633 [1    ] EntityFramework.AbpEntityFrameworkModule - No class found derived from AbpDbContext.
DEBUG 2015-03-09 23:33:24,662 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IConsignorPmtAppService' with service name 'pcdWebApi/consignorPmt'.
DEBUG 2015-03-09 23:33:24,665 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemSaleTransactionAppService' with service name 'pcdWebApi/itemSaleTransaction'.
DEBUG 2015-03-09 23:33:24,669 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPcdWebUserAppService' with service name 'pcdWebApi/pcdWebUser'.
DEBUG 2015-03-09 23:33:24,671 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IPersonAppService' with service name 'pcdWebApi/person'.
DEBUG 2015-03-09 23:33:24,673 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IStoreCreditTransactionAppService' with service name 'pcdWebApi/storeCreditTransaction'.
DEBUG 2015-03-09 23:33:24,676 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IVideoAppService' with service name 'pcdWebApi/video'.
DEBUG 2015-03-09 23:33:24,679 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IItemAppService' with service name 'pcdWebApi/item'.
DEBUG 2015-03-09 23:33:24,681 [1    ] Default                                  - Dynamic web api controller is created for type 'DataModel.Data.ApplicationLayer.Services.IBookAppService' with service name 'pcdWebApi/book'.
DEBUG 2015-03-09 23:33:54,083 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2015-03-09 23:33:58,110 [1    ] Abp.Modules.AbpModuleManager             - Found 12 ABP modules in total.
DEBUG 2015-03-09 23:33:58,113 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Startup.Application.AbpApplicationModule, Abp.Application, Version=0.1.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,115 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,115 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,115 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.5.2.1, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,116 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,116 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,116 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.5.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,116 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.ApplicationLayer.Services.PcdApplicationModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,116 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: DataModel.Data.DataLayer.PcdWebDataModule, DataModel.Data, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,116 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.PcdWebCoreModule, PcdWeb.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2015-03-09 23:33:58,116 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PcdWeb.Web.PcdWebWebModule, PcdWeb.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
